source_video,output_video,output_pose,split,class,view,subject,source_start_frame,source_end_frame,motion_peak_frame,peak_position,output_frames
data\manual_clips\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.02.48.818-00.02.51.626-seg13.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.02.48.818-00.02.51.626-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.02.48.818-00.02.51.626-seg13__motion_onset.npz,val,backhand_drive,side,Sub14,46,94,61,0.3125,64
data\manual_clips\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.03.01.002-00.03.03.738-seg15.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.03.01.002-00.03.03.738-seg15__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub14\Backhand Drive Side Video-00.03.01.002-00.03.03.738-seg15__motion_onset.npz,val,backhand_drive,side,Sub14,22,70,39,0.3541666666666667,64
data\manual_clips\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.02.49.831-00.02.53.438-seg03.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.02.49.831-00.02.53.438-seg03__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.02.49.831-00.02.53.438-seg03__motion_onset.npz,val,backhand_drive,side,Sub21,58,106,77,0.3958333333333333,64
data\manual_clips\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.03.53.272-00.03.56.633-seg09.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.03.53.272-00.03.56.633-seg09__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.03.53.272-00.03.56.633-seg09__motion_onset.npz,val,backhand_drive,side,Sub21,61,109,79,0.375,64
data\manual_clips\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.06.15.757-00.06.18.936-seg10.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.06.15.757-00.06.18.936-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.06.15.757-00.06.18.936-seg10__motion_onset.npz,val,backhand_drive,side,Sub21,44,92,56,0.25,64
data\manual_clips\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.10.11.193-00.10.13.561-seg20.mov,data\manual_clips_motion_onset_augmented\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.10.11.193-00.10.13.561-seg20__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\backhand_drive\side\Sub21\Backhand Drive Side Video-00.10.11.193-00.10.13.561-seg20__motion_onset.npz,val,backhand_drive,side,Sub21,33,81,46,0.2708333333333333,64
data\manual_clips\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.01.34.429-00.01.38.277-seg01.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.01.34.429-00.01.38.277-seg01__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.01.34.429-00.01.38.277-seg01__motion_onset.npz,val,forehand_clear,front,Sub10,3,51,16,0.2708333333333333,64
data\manual_clips\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.04.05.837-00.04.10.357-seg07.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.04.05.837-00.04.10.357-seg07__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.04.05.837-00.04.10.357-seg07__motion_onset.npz,val,forehand_clear,front,Sub10,109,157,120,0.22916666666666666,64
data\manual_clips\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.04.30.759-00.04.34.755-seg10.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.04.30.759-00.04.34.755-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.04.30.759-00.04.34.755-seg10__motion_onset.npz,val,forehand_clear,front,Sub10,5,53,23,0.375,64
data\manual_clips\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.04.51.753-00.04.56.405-seg13.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.04.51.753-00.04.56.405-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub10\Forehand Clear Front Video-00.04.51.753-00.04.56.405-seg13__motion_onset.npz,val,forehand_clear,front,Sub10,100,148,116,0.3333333333333333,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.01.18.488-00.01.21.656-seg04.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.01.18.488-00.01.21.656-seg04__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.01.18.488-00.01.21.656-seg04__motion_onset.npz,val,forehand_clear,front,Sub14,13,61,28,0.3125,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.01.23.620-00.01.27.420-seg05.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.01.23.620-00.01.27.420-seg05__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.01.23.620-00.01.27.420-seg05__motion_onset.npz,val,forehand_clear,front,Sub14,61,109,75,0.2916666666666667,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.01.54.366-00.01.58.326-seg08.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.01.54.366-00.01.58.326-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.01.54.366-00.01.58.326-seg08__motion_onset.npz,val,forehand_clear,front,Sub14,31,79,48,0.3541666666666667,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.02.01.221-00.02.04.486-seg09.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.02.01.221-00.02.04.486-seg09__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.02.01.221-00.02.04.486-seg09__motion_onset.npz,val,forehand_clear,front,Sub14,19,67,37,0.375,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.02.27.467-00.02.33.441-seg13.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.02.27.467-00.02.33.441-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.02.27.467-00.02.33.441-seg13__motion_onset.npz,val,forehand_clear,front,Sub14,122,170,140,0.375,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.02.51.014-00.02.54.612-seg16.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.02.51.014-00.02.54.612-seg16__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.02.51.014-00.02.54.612-seg16__motion_onset.npz,val,forehand_clear,front,Sub14,39,87,56,0.3541666666666667,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.03.09.621-00.03.12.845-seg17.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.03.09.621-00.03.12.845-seg17__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.03.09.621-00.03.12.845-seg17__motion_onset.npz,val,forehand_clear,front,Sub14,18,66,34,0.3333333333333333,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.03.31.786-00.03.35.946-seg20.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.03.31.786-00.03.35.946-seg20__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.03.31.786-00.03.35.946-seg20__motion_onset.npz,val,forehand_clear,front,Sub14,55,103,71,0.3333333333333333,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.03.54.539-00.03.57.723-seg23.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.03.54.539-00.03.57.723-seg23__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.03.54.539-00.03.57.723-seg23__motion_onset.npz,val,forehand_clear,front,Sub14,26,74,42,0.3333333333333333,64
data\manual_clips\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.04.19.704-00.04.24.295-seg25.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.04.19.704-00.04.24.295-seg25__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub14\Forehand Clear Front Video-00.04.19.704-00.04.24.295-seg25__motion_onset.npz,val,forehand_clear,front,Sub14,63,111,78,0.3125,64
data\manual_clips\val\forehand_clear\front\Sub21\Forehand Clear Front Video-00.05.01.100-00.05.05.471-seg17.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub21\Forehand Clear Front Video-00.05.01.100-00.05.05.471-seg17__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub21\Forehand Clear Front Video-00.05.01.100-00.05.05.471-seg17__motion_onset.npz,val,forehand_clear,front,Sub21,34,82,52,0.375,64
data\manual_clips\val\forehand_clear\front\Sub21\Forehand Clear Front Video-00.08.03.743-00.08.08.788-seg20.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\front\Sub21\Forehand Clear Front Video-00.08.03.743-00.08.08.788-seg20__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\front\Sub21\Forehand Clear Front Video-00.08.03.743-00.08.08.788-seg20__motion_onset.npz,val,forehand_clear,front,Sub21,74,122,92,0.375,64
data\manual_clips\val\forehand_clear\side\Sub10\Forehand Clear Side Video-00.05.19.134-00.05.23.823-seg10.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub10\Forehand Clear Side Video-00.05.19.134-00.05.23.823-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub10\Forehand Clear Side Video-00.05.19.134-00.05.23.823-seg10__motion_onset.npz,val,forehand_clear,side,Sub10,40,88,53,0.2708333333333333,64
data\manual_clips\val\forehand_clear\side\Sub10\Forehand Clear Side Video-00.07.18.315-00.07.21.780-seg15.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub10\Forehand Clear Side Video-00.07.18.315-00.07.21.780-seg15__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub10\Forehand Clear Side Video-00.07.18.315-00.07.21.780-seg15__motion_onset.npz,val,forehand_clear,side,Sub10,29,77,41,0.25,64
data\manual_clips\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.01.49.841-00.01.53.855-seg04.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.01.49.841-00.01.53.855-seg04__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.01.49.841-00.01.53.855-seg04__motion_onset.npz,val,forehand_clear,side,Sub14,26,74,39,0.2708333333333333,64
data\manual_clips\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.03.02.480-00.03.06.736-seg13.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.03.02.480-00.03.06.736-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.03.02.480-00.03.06.736-seg13__motion_onset.npz,val,forehand_clear,side,Sub14,47,95,63,0.3333333333333333,64
data\manual_clips\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.03.09.608-00.03.14.048-seg14.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.03.09.608-00.03.14.048-seg14__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.03.09.608-00.03.14.048-seg14__motion_onset.npz,val,forehand_clear,side,Sub14,57,105,71,0.2916666666666667,64
data\manual_clips\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.05.40.217-00.05.42.905-seg22.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.05.40.217-00.05.42.905-seg22__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub14\Forehand Clear Side Video-00.05.40.217-00.05.42.905-seg22__motion_onset.npz,val,forehand_clear,side,Sub14,0,48,18,0.375,64
data\manual_clips\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.02.17.484-00.02.20.254-seg04.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.02.17.484-00.02.20.254-seg04__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.02.17.484-00.02.20.254-seg04__motion_onset.npz,val,forehand_clear,side,Sub21,34,82,51,0.3541666666666667,64
data\manual_clips\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.04.32.288-00.04.36.339-seg13.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.04.32.288-00.04.36.339-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.04.32.288-00.04.36.339-seg13__motion_onset.npz,val,forehand_clear,side,Sub21,52,100,71,0.3958333333333333,64
data\manual_clips\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.05.27.937-00.05.31.163-seg16.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.05.27.937-00.05.31.163-seg16__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.05.27.937-00.05.31.163-seg16__motion_onset.npz,val,forehand_clear,side,Sub21,49,97,66,0.3541666666666667,64
data\manual_clips\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.09.37.450-00.09.40.354-seg25.mov,data\manual_clips_motion_onset_augmented\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.09.37.450-00.09.40.354-seg25__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\val\forehand_clear\side\Sub21\Forehand Clear Side Video-00.09.37.450-00.09.40.354-seg25__motion_onset.npz,val,forehand_clear,side,Sub21,40,88,53,0.2708333333333333,64
